"Timestamp","Aimeriez-vous en savoir plus sur... [La biologie]","Aimeriez-vous en savoir plus sur... [La biologie de synthèse]","Aimeriez-vous en savoir plus sur... [Les jeux vidéo]","Aimeriez-vous en savoir plus sur... [L'ingénierie]","Avez-vous déjà joué à Hero.Coli ?","Quel âge avez-vous ?"," [Quel est votre sexe ?]"," [Vous intéressez-vous aux jeux vidéo ?]"," [Vous intéressez-vous à la biologie ?]"," [Combien de temps avez-vous étudié la biologie ?]"," [Jouez-vous aux jeux vidéo ?]"," [Avant Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ou des BioBriques ?]","Êtes-vous volontaire pour contribuer à notre étude en répondant à 9 questions supplémentaires ? (5 min)"," [Vous êtes-vous amusé en jouant au jeu ?]"," [Pour modifier les capacités de la bactérie il faut...]"," [Que sont les BioBriques et les constructions ?]"," [Trouvez l'antibiotique :]","Les BioBriques : [Le Plasmide est...]","Les BioBriques : [Représente la fin d'une construction...]","Les BioBriques : [Le Promoteur est...]","Les BioBriques : [Représente la capacité fournie...]","Les BioBriques : [Le Terminateur est...]","Les BioBriques : [Code une protéine...]","Les BioBriques : [Le RBS est...]","Les BioBriques : [Peut représenter la GFP...]","Les BioBriques : [La Séquence Codante est...]","Les BioBriques : [Contrôle quand la construction est active...]","Les BioBriques : [Contrôle le niveau d'expression, et donc à quel point la capacité est affectée...]","Les BioBriques : [Permet d'équiper une construction supplémentaire...]","Les BioBriques : [L'Opérateur est...]"," [construction 1]"," [construction 2]"," [construction 3]"," [construction 4]"," [construction 5]"," [construction 6]"," [construction 7]"," [construction 8]"," [Quand la fluorescence verte se produit-elle ?]"," [Que se passe-t-il quand on enlève la construction génétique de déplacement ?]","Dernière question. La page suivante ne contient que les remarques. [Imaginez : vous venez d'assembler une construction fonctionnelle qui contient un promoteur induit à l'arabinose et une séquence codante (CDS) pour l'arabinose. Que se passe-t-il ?]","Vous pouvez ajouter des remarques ici.","⚠ Ne pas modifier"
"2018/04/17 4:58:36 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Beaucoup","Non / pas encore","17","Homme","Beaucoup","Moyennement","Jamais, pas même au collège","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","cb03d106-69f5-4504-bd05-38c0fef5b63c"
"2018/04/17 5:08:41 PM GMT+2","Beaucoup","Beaucoup","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Ramasser des nanorobots","Je ne sais pas","Ampicilline","5","Je ne sais pas","Je ne sais pas","4","1","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Elle permet de se déplacer plus vite","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","4ddd709e-f420-4586-8327-0e4da00cd9b5"
"2018/04/17 5:28:43 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Diviser la bactérie","Des séquences d'ADN","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","4","Aucun de ces éléments","5","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","5","3","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","5067f639-ea15-472f-8df6-8dd772770de7"
"2018/04/17 6:03:31 PM GMT+2","Un peu","Un peu","Beaucoup","Un peu","Non / pas encore","15","Femme","Beaucoup","Pas du tout","Jamais, pas même au collège","Beaucoup","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","808098d1-b48f-4b0d-93cc-0fdf217b2163"
"2018/04/17 6:05:34 PM GMT+2","Pas du tout","Pas du tout","Un peu","Pas du tout","Non / pas encore","13","Homme","Beaucoup","Pas du tout","Jamais, pas même au collège","Moyennement","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0f559518-8273-4252-927a-9751b0826aaf"
"2018/04/17 6:28:52 PM GMT+2","Un peu","Un peu","Beaucoup","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Ramasser des nanorobots","Je ne sais pas","GFP","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","808098d1-b48f-4b0d-93cc-0fdf217b2163"
"2018/04/17 6:31:51 PM GMT+2","Pas du tout","Un peu","Un peu","Pas du tout","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Devant les portes, quand la construction GFP est équipée","La bactérie meurt","Je ne sais pas","","0f559518-8273-4252-927a-9751b0826aaf"
"2018/04/18 12:43:15 PM GMT+2","Un peu","Pas du tout","Un peu","Un peu","J'y ai joué plusieurs fois récemment sur cet ordinateur","","","","","","","","","Moyennement","Faire bouger la bactérie","Des protéines","GFP","3","3","3","3","3","3","3","3","3","3","3","3","3","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Sous lumière bleue, quand la construction GFP est équipée","La bactérie devient lumineuse","Elle produit de l'arabinose tout le temps.","","def2d00a-91b7-4cc5-9327-7913554441a5"
"2018/04/18 12:44:05 PM GMT+2","Pas du tout","Pas du tout","Un peu","Un peu","Non / pas encore","13","Homme","Beaucoup","Pas du tout","Jamais, pas même au collège","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d898b896-a46d-44b5-ab49-cb4889234036"
"2018/04/18 12:44:31 PM GMT+2","Pas du tout","Pas du tout","Énormément","Moyennement","Non / pas encore","13","Homme","Énormément","Pas du tout","Jamais, pas même au collège","Énormément","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01cc303e-d7c1-4c84-8e17-182b410da343"
"2018/04/18 12:50:40 PM GMT+2","Pas du tout","Pas du tout","Énormément","Pas du tout","Non / pas encore","12","Homme","Énormément","Moyennement","Jamais, pas même au collège","Énormément","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f61c45c6-de8c-4785-be09-7aa6a58d4b56"
"2018/04/18 12:57:58 PM GMT+2","Beaucoup","Un peu","Énormément","Beaucoup","Non / pas encore","13","Homme","Énormément","Beaucoup","Jamais, pas même au collège","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Ramasser des nanorobots","Des acides aminés","Je ne sais pas","4","2","4","3","5","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","2","2","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","8aa79db1-5df8-41c4-9c05-b69a23085da7"
"2018/04/18 1:06:17 PM GMT+2","Moyennement","Un peu","Beaucoup","Moyennement","Non / pas encore","12","Homme","Énormément","Moyennement","Jamais, pas même au collège","Moyennement","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","04424c3f-9418-4752-ba1d-5c6fda1cd6c2"
"2018/04/18 1:09:46 PM GMT+2","Pas du tout","Pas du tout","Énormément","Pas du tout","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","5","Je ne sais pas","2","Je ne sais pas","Je ne sais pas","2","2","3","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Je ne sais pas","Je ne sais pas","","e075a814-70ca-4ff9-8e6c-6931c0400cc3"
"2018/04/18 1:26:47 PM GMT+2","Moyennement","Moyennement","Énormément","Énormément","Non / pas encore","15","Homme","Beaucoup","Moyennement","Jusqu'au brevet","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","5","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","75ad8bbf-c050-45ee-9376-29abae836ebd"
"2018/04/18 1:31:03 PM GMT+2","Beaucoup","Moyennement","Énormément","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ADN","Je ne sais pas","5","Aucun de ces éléments","3","4","Je ne sais pas","Je ne sais pas","3","Je ne sais pas","2","4","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de l'arabinose tout le temps.","","8aa79db1-5df8-41c4-9c05-b69a23085da7"
"2018/04/18 1:36:24 PM GMT+2","Pas du tout","Pas du tout","Énormément","Pas du tout","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Ramasser des nanorobots","Des acides aminés","Je ne sais pas","2","4","3","2","Je ne sais pas","3","2","3","3","2","5","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","d898b896-a46d-44b5-ab49-cb4889234036"
"2018/04/18 1:40:48 PM GMT+2","Moyennement","Un peu","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","","04424c3f-9418-4752-ba1d-5c6fda1cd6c2"
"2018/04/18 1:41:27 PM GMT+2","Moyennement","Un peu","Beaucoup","Beaucoup","Non / pas encore","12","Homme","Beaucoup","Beaucoup","Jamais, pas même au collège","Beaucoup","Non","Oui","Beaucoup","Je ne sais pas","Des séquences d'ARN","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","4","Je ne sais pas","2","Je ne sais pas","Je ne sais pas","1","5","Je ne sais pas","Elle produit la fluorescence verte","Je ne sais pas","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","La bactérie meurt","Je ne sais pas","","d7381383-9329-4e5f-99ae-796d41b5eece"
"2018/04/18 1:45:42 PM GMT+2","Moyennement","Beaucoup","Énormément","Beaucoup","Non / pas encore","13","Homme","Beaucoup","Moyennement","Jamais, pas même au collège","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","abfc0fa2-800d-43b5-b2da-88131412cef4"
"2018/04/18 1:57:05 PM GMT+2","Moyennement","Beaucoup","Beaucoup","Moyennement","Non / pas encore","17","Homme","Énormément","Un peu","Jusqu'au brevet","Énormément","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d12122d2-dc92-4896-8ddd-fd9d4ed0621b"
"2018/04/18 1:57:41 PM GMT+2","Beaucoup","Un peu","Énormément","Énormément","J'y ai joué plusieurs fois récemment sur cet ordinateur","","","","","","","","","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des protéines","GFP","3","2","2","2","Je ne sais pas","2","4","3","2","Je ne sais pas","5","3","2","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Elle ne produit rien puisqu'elle s'induit elle-même","","c4178328-6d74-4c09-8f02-c47bd19f7333"
"2018/04/18 2:19:16 PM GMT+2","Moyennement","Moyennement","Beaucoup","Moyennement","Non / pas encore","19","Homme","Beaucoup","Moyennement","Jusqu'au brevet","Énormément","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","7d7b1f64-58f4-458b-8bb4-a85c90692fa7"
"2018/04/18 2:20:39 PM GMT+2","Moyennement","Moyennement","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Aucun de ces éléments","1","4","5","1","5","3","3","5","2","4","Aucun de ces éléments","3","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","Il serait bien d'avoir un raccourci clavier pour changer la construction indiqués par un message. Une fonction pour pouvoir rapidement échanger un bloc entre deux séquences serait bien.","75ad8bbf-c050-45ee-9376-29abae836ebd"
"2018/04/18 2:22:50 PM GMT+2","Énormément","Moyennement","Moyennement","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","La bactérie meurt","Je ne sais pas","","a657b554-ecee-4708-9075-688a1d58d3e4"
"2018/04/18 2:27:00 PM GMT+2","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Non / pas encore","21","Homme","Beaucoup","Un peu","Jusqu'au bac","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Diviser la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","b2a608e2-a35d-47fc-9f64-9ea042b3e68f"
"2018/04/18 2:32:48 PM GMT+2","Énormément","Énormément","Moyennement","Beaucoup","Non / pas encore","24 ","Femme","Moyennement","Énormément","Jusqu'à la license","Moyennement","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des protéines","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","La bactérie meurt","Elle produit de l'arabinose tout le temps.","","96470842-aa9a-4802-9e23-38060a1980b4"
"2018/04/18 2:37:02 PM GMT+2","Moyennement","Beaucoup","Énormément","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Extrêmement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","2","Aucun de ces éléments","5","Je ne sais pas","2","Je ne sais pas","Aucun de ces éléments","4","5","1","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de l'arabinose tout le temps.","","abfc0fa2-800d-43b5-b2da-88131412cef4"
"2018/04/18 2:54:40 PM GMT+2","Beaucoup","Moyennement","Un peu","Énormément","Non / pas encore","20","Homme","Moyennement","Beaucoup","Jusqu'au brevet","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des acides aminés","Arabinose","Je ne sais pas","5","5","4","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","3","4","2","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","50fd73e8-ef37-44ba-8081-de62507f79f7"
